"Ad name","Delivery status","Delivery level","Ad set name","Ad name","Attribution setting","Amount spent (PLN)",Purchases,"Purchases conversion value","Cost per purchase","Koszulkowy Contribution Profit (7 Days Attribution) (PLN)","Result value type","Results ROAS","Average purchases conversion value","Purchases rate per link clicks","Purchases rate per landing page views","Checkouts initiated","Checkouts initiated conversion value","Cost per checkout initiated","Adds to cart","Adds to cart conversion value","Cost per add to cart","Landing page views","App landing page views","Website landing page views","Cost per landing page view","Landing Page Views / Outbound Clicks Rate","Link clicks","CPC (cost per link click)","CTR (link click-through rate)","Hook Rate","Hold Rate","CPM (cost per 1,000 impressions)","Quality ranking","Engagement rate ranking","Conversion rate ranking","Link (ad settings)","Body (ad settings)","Reporting starts","Reporting ends"
"18466 - Tato dziękuję Młotek - Copy",inactive,ad,"14.Sentymentalna Opiekunka__80_59_PL","18466 - Tato dziękuję Młotek - Copy","7-day click, 1-day view or 1-day engaged view",155.02,1,51,155.02,-133.74926829,"Website purchases conversion value",0.32898981,51,0.3125,0.38910506,6,557,25.83666667,2,139.9,77.51,257,,257,0.60319066,0.803125,320,0.4844375,1.07973142,0,,5.23062388,-,-,-,https://koszulkowy.pl/18466-tato-dziekuje-za-budowanie-wspolnych-wspomnien-mlotek-z-grawerem-na-prezent.html,"Tato, dziękuję za budowanie wspólnych wspomnień. 🔨 Ten personalizowany młotek to idealny sposób na wyrażenie wdzięczności dla taty, który był przy Tobie podczas wszystkich niezapomnianych chwil. ❤️ Kup teraz 👉 https://koszulkowy.pl/18466-tato-dziekuje-za-budowanie-wspolnych-wspomnien-mlotek-z-grawerem-na-prezent.html",2026-01-01,2026-01-31
"Six seven 36547 koszulka film – kopia – Copy",not_delivering,ad,"10.Viral trend__115_ 70_PL","Six seven 36547 koszulka film – kopia – Copy","7-day click, 1-day view or 1-day engaged view",151.59,4,304.49,37.8975,-24.59539024,"Website purchases conversion value",2.00864173,76.1225,2.73972603,3.66972477,20,1544.15,7.5795,10,587.9,15.159,109,,109,1.39073394,0.75172414,146,1.03828767,0.59018514,0.07462204,0.18851571,6.12781955,Average,Average,Average,https://koszulkowy.pl/36547-six-seven.html,"Six seven 67 - Italian Brainrot - koszulka idealna na prezent! 🎁
Kup teraz 👉 https://koszulkowy.pl/36547-six-seven.html",2026-01-01,2026-01-31
"Pomoc milenialsa rolka",inactive,ad,"Rolka branding","Pomoc milenialsa rolka","7-day click, 1-day view or 1-day engaged view",147.85,3,288.9,49.28333333,-27.35756098,"Website purchases conversion value",1.95400744,96.3,1.54639175,3.57142857,26,2735.76,5.68653846,16,927.34,9.240625,84,,84,1.76011905,0.44210526,194,0.7621134,0.99794239,0.20632716,0.41834954,7.60545267,Average,"Above average",Average,https://koszulkowy.pl/,"Prosisz milenialsa o pomoc w nagrywaniu filmiku a potem patrzysz na efekty. Mimo wszystko myślę, że to jednak celowy zabieg. 🤣🙈

Jak wam się podoba efekt końcowy? Koniecznie dajcie znać w komentarzach! 👇

Koniecznie zostaw likea i zaobserwuj nasz profil po więcej. 💙
#korpohumor #workvibes #workbestie #socialmedia #marketing",2026-01-01,2026-01-31
"Dział ksiąg zakazanych 37249",inactive,ad,"A+ Świece Harry Potter","Dział ksiąg zakazanych 37249",Incremental,141.2,3,422.68,47.06666667,35.0884878,"Website purchases conversion value",2.99348442,140.89333333,0.86206897,1.02040816,12,1424.1,11.76666667,8,544.21,17.65,294,,294,0.48027211,0.85217391,348,0.40574713,1.21271257,0,,4.92054642,Average,"Above average","Above average",https://koszulkowy.pl/37249-swieca-o-zapachu-dzialu-ksiag-zakazanych.html,"Świeca o zapachu Działu Ksiąg Zakazanych - świeczka zapachowa dla fanów serii Harry Potter. Wybierz magiczny prezent, który przeniesie Cię w świat czarodziejskich przygód i zakazanych ksiąg! 🕯️✨ Sprawdź: https://koszulkowy.pl/37249-swieca-o-zapachu-dzialu-ksiag-zakazanych.html",2026-01-01,2026-01-31
"LINK - Karuzela Influ 1 | 26.08",inactive,ad,"F0 - głównie kubek kochnie 3642","LINK - Karuzela Influ 1 | 26.08","7-day click or 1-day view",138.35,,,,-138.35,,,,0,0,,,,,,,7,,7,19.76428571,0.03196347,221,0.6260181,1.01946674,0.0166067,0.07777778,6.38204631,Average,Average,Average,https://koszulkowy.pl/,"✅ Gwarancja wysyłki do 24h 
✅ Ekspresowa obsługa klienta
✅ Opinia 4.8/5

https://koszulkowy.pl/ 

""Jestem bardzo zadowolona z przebiegu zamówienia, wszystko zgodnie z opisem"" Opinia klientki 💝",2026-01-01,2026-01-31
"Siedzisz koło dziewczyny od SM rolka",inactive,ad,"Rolka branding","Siedzisz koło dziewczyny od SM rolka","7-day click, 1-day view or 1-day engaged view",138.08,3,803.6,46.02666667,197.08,"Website purchases conversion value",5.8198146,267.86666667,1.69491525,3.84615385,25,4876.6,5.5232,12,913.4,11.50666667,78,,78,1.77025641,0.46706587,177,0.78011299,0.99432616,0.15358688,0.52852963,7.75686759,Average,"Above average",Average,https://koszulkowy.pl/,"Tak to właśnie wygląda kiedy nie masz przy sobie słuchawek a musisz zmontować film. 😅

Jakie macie plany na weekend? Koniecznie dajcie znać w komentarzach! 👇

Zostaw likea i zaobserwuj nasz profil! 💙
#korpohumor #workvibes #życiewpracy #workbestie #pracazludzmi",2026-01-01,2026-01-31
"1670 Karuzela Baner – kopia",active,ad,"5.Pragmatyczny Śmieszek_100_42_PL","1670 Karuzela Baner – kopia","7-day click, 1-day view or 1-day engaged view",137.19,4,426.66,34.2975,40.75843902,"Website purchases conversion value",3.10999344,106.665,1.21580547,1.58102767,21,2359.4,6.53285714,23,846.69,5.96478261,253,,253,0.54225296,0.77370031,329,0.41699088,1.02259659,0,,4.26413452,Average,"Above average",Average,https://koszulkowy.pl/1095-koszulki-i-gadzety-dla-fanow-serialu-1670,"🎉 Dni Adamczychy! 🎉 Świętujemy razem z Wami – czekają wyjątkowe Okazje, Promocje i Rabaty tylko teraz! https://koszulkowy.pl/1095-koszulki-i-gadzety-dla-fanow-serialu-1670 🔥",2026-01-01,2026-01-31
"18466 - Tato dziękuję Młotek",not_delivering,ad,"16.Sentymentalna Opiekunka__200_73_PL","18466 - Tato dziękuję Młotek","7-day click, 1-day view or 1-day engaged view",132.02,,,,-132.02,,,,0,0,,,,1,19,132.02,162,,162,0.81493827,0.81407035,199,0.66341709,0.78852479,0,,5.23120815,-,-,-,https://koszulkowy.pl/18466-tato-dziekuje-za-budowanie-wspolnych-wspomnien-mlotek-z-grawerem-na-prezent.html,"Tato, dziękuję za budowanie wspólnych wspomnień. 🔨 Ten personalizowany młotek to idealny sposób na wyrażenie wdzięczności dla taty, który był przy Tobie podczas wszystkich niezapomnianych chwil. ❤️ Kup teraz 👉 https://koszulkowy.pl/18466-tato-dziekuje-za-budowanie-wspolnych-wspomnien-mlotek-z-grawerem-na-prezent.html",2026-01-01,2026-01-31
"Walentynki 20260 – kopia",not_delivering,ad,"Walentynki 1","Walentynki 20260 – kopia","7-day click, 1-day view or 1-day engaged view",129.85,10,718.47,12.985,169.80456098,"Website purchases conversion value",5.53307663,71.847,2.81690141,3.04878049,41,2722.33,3.16707317,25,1178.78,5.194,328,,328,0.39588415,0.92655367,355,0.36577465,3.1533132,0,,11.53402025,"Above average",-,-,https://koszulkowy.pl/20260-dobrze-ze-jestes.html,"Dobrze, że jesteś ❤️🥰
Magiczny kubek na prezent 🎁
Kup teraz 👉 https://koszulkowy.pl/20260-dobrze-ze-jestes.html",2026-01-01,2026-01-31
"Karuzela - Grawery Babcia i Dziadek",not_delivering,ad,"A+ Karuzele Katalogi Babcia i Dziadek Zestaw reklam","Karuzela - Grawery Babcia i Dziadek","7-day click",128.98,1,78,128.98,-96.44829268,"Website purchases conversion value",0.60474492,78,0.59171598,0.68965517,6,602.7,21.49666667,9,673.7,14.33111111,145,,145,0.88951724,0.86309524,169,0.76319527,1.34222858,0,,10.24382495,Average,"Above average","Above average",https://koszulkowy.pl/773-prezent-dla-dziadka,"Wyjątkowe grawerowane upominki dla babci i dziadka 🎀 Zobacz co dla Ciebie przygotowaliśmy
👉 https://koszulkowy.pl/773-prezent-dla-dziadka",2026-01-01,2026-01-31
R1,inactive,ad,"Dziadek Rolnik (rekomendacja 17 I )",R1,"7-day click or 1-day view",128.33,13,1167.2,9.87153846,358.47780488,"Website purchases conversion value",9.09530118,89.78461538,35.13513514,61.9047619,40,3086.3,3.20825,14,1001.4,9.16642857,21,,21,6.11095238,0.56756757,37,3.46837838,0.24091679,0,,8.35590572,-,-,-,https://koszulkowy.pl/12438-dziadek-lowi.html,{{product.brand}},2026-01-01,2026-01-31
"DPA Ranczo Kolekcja",not_delivering,ad,"DPA Ranczo","DPA Ranczo Kolekcja",Incremental,121.43,0,6.44,0,-118.74404878,"Website purchases conversion value",0.05303467,0,0,0,1,33.57,121.43,2,110.08,60.715,153,,153,0.79366013,1.25409836,624,0.19459936,1.24637971,0,,2.42544692,-,-,-,https://fb.com/canvas_doc/1327931772142827,"Dla fanów kultowego Rancza, którzy tęsknią za Wilkowyjami! 🐓 Mamy koszulki, kubki i inne gadżety z inspirowane serialem – idealne na prezent lub dla siebie. 😄 Nowość: świeczki z tej serii, które wprowadzą klimat prawdziwego Rancza do Twojego domu! 🕯 👉  https://koszulkowy.pl/1069-koszulki-i-gadzety-dla-fanow-serialu-ranczo",2026-01-01,2026-01-31
"CKW F0 z Bestami - 5",inactive,ad,"CKW F0 z Bestami","CKW F0 z Bestami - 5","7-day click, 1-day view or 1-day engaged view",119.28,2,220.8,59.64,-27.1902439,"Website purchases conversion value",1.85110664,110.4,1.83486239,2.40963855,26,4247.55,4.58769231,22,1300.33,5.42181818,83,,83,1.43710843,0.76851852,109,1.09431193,1.20722118,0,,13.21076531,"Above average","Above average",Average,http://koszulkowy.pl/,"➡️ https://koszulkowy.pl/
Zamów teraz z kodem rabatowym 🎁",2026-01-01,2026-01-31
"LINK - Karuzela Influ 1 | 26.08",inactive,ad,"F0 - Copy 14IX25 - bez kubek kochanie","LINK - Karuzela Influ 1 | 26.08","7-day click, 1-day view or 1-day engaged view",113.18,3,449.2,37.72666667,74.16926829,"Website purchases conversion value",3.9688991,149.73333333,3.75,6.25,13,1810.3,8.70615385,6,383.1,18.86333333,48,,48,2.35791667,0.63157895,80,1.41475,0.82474227,0.14391753,0.06876791,11.66804124,Average,Average,Average,https://koszulkowy.pl/,"✅ Gwarancja wysyłki do 24h 
✅ Ekspresowa obsługa klienta
✅ Opinia 4.8/5

https://koszulkowy.pl/ 

""Jestem bardzo zadowolona z przebiegu zamówienia, wszystko zgodnie z opisem"" Opinia klientki 💝",2026-01-01,2026-01-31
"7569 Babcia Jednostka",inactive,ad,"CKW Babcia i dziadek","7569 Babcia Jednostka","7-day click or 1-day view",111.86,5,502.5,22.372,97.71926829,"Website purchases conversion value",4.49222242,100.5,2.73224044,3.06748466,23,1805.39,4.86347826,19,1191.89,5.88736842,163,,163,0.68625767,0.8956044,183,0.61125683,2.21656977,0,,13.54893411,Average,Average,Average,https://koszulkowy.pl/7569-babcia-jednostka.html,"Babcia do zadań specjalnych 👵🎉

Koszulka dla najlepszej babci 🥰

Sprawdź 👉 https://koszulkowy.pl/7569-babcia-jednostka.html",2026-01-01,2026-01-31
"Rolka Testmonials - 12/03",inactive,ad,"F0 - Copy 14IX25 - bez kubek kochanie","Rolka Testmonials - 12/03","7-day click, 1-day view or 1-day engaged view",107.51,,,,-107.51,,,,0,0,,,,1,59,107.51,48,,48,2.23979167,0.384,130,0.827,1.43108763,0.10006605,0.22662266,11.83509467,Average,Average,Average,https://koszulkowy.pl/,"🌟 Wasze opinie mówią same za siebie! 🌟
Dziękujemy za każde miłe słowo i zaufanie, jakim nas obdarzacie! 💛 Wasze pozytywne opinie motywują nas do działania i sprawiają, że każdego dnia chcemy być jeszcze lepsi!
📢 Jeśli jeszcze nie miałeś/aś okazji zrobić u nas zakupów – sprawdź, dlaczego nasi klienci nas polecają! 🛍️✨

📩 Masz pytania? Napisz do nas! Chętnie pomożemy!

Kup teraz 👉 https://koszulkowy.pl/",2026-01-01,2026-01-31
"67 słuchawki 37889",inactive,ad,"Six seven - 67","67 słuchawki 37889","7-day click, 1-day view or 1-day engaged view",105.58,2,304,52.79,21.2102439,"Website purchases conversion value",2.87933321,152,1.98019802,2.53164557,13,1467,8.12153846,13,799.5,8.12153846,79,,79,1.3364557,0.78217822,101,1.04534653,1.04198906,0,,10.89239657,Average,-,-,https://koszulkowy.pl/37889-67-six-seven-.html,"67 - Six Seven - dziecięca koszulka na prezent - inspirowane Roblox.🎁 Podaruj uśmiech i radość fanom Roblox dzięki tej oryginalnej koszulce! 🎈 Kup teraz 👉 https://koszulkowy.pl/37889-67-six-seven-.html",2026-01-01,2026-01-31
"Pierogi solejukowej 37120 – kopia",inactive,ad,"Ranczo z testingu","Pierogi solejukowej 37120 – kopia","7-day click, 1-day view or 1-day engaged view",101.89,3,278.3,33.96333333,14.18146341,"Website purchases conversion value",2.73137698,92.76666667,1.5,1.71428571,10,937.81,10.189,7,364.8,14.55571429,175,,175,0.58222857,0.87939698,200,0.50945,1.20641814,0,,6.14609724,-,-,-,https://koszulkowy.pl/37120-pachnie-jak-pierogi-.html,"Pachnie jak pierogi Solejukowej - świeczka zapachowa na prezent dla fanów serialu Ranczo. ❤️ Zaskocz bliskich unikalnym aromatem, który przeniesie ich do smakowitego świata Solejukowej! 🔥 Kup teraz 👉 https://koszulkowy.pl/37120-pachnie-jak-pierogi-.html",2026-01-01,2026-01-31
"1670 Karuzela Baner – kopia – Copy",inactive,ad,"8.Pragmatyczny Śmieszek__135_ 49_PL","1670 Karuzela Baner – kopia – Copy","7-day click, 1-day view or 1-day engaged view",101.71,1,135.9,101.71,-45.0297561,"Website purchases conversion value",1.3361518,135.9,0.625,0.87719298,8,931.51,12.71375,12,698.9,8.47583333,114,,114,0.89219298,0.72611465,160,0.6356875,0.73176309,0,,4.6517265,-,-,-,https://koszulkowy.pl/1095-koszulki-i-gadzety-dla-fanow-serialu-1670,"🎉 Dni Adamczychy! 🎉 Świętujemy razem z Wami – czekają wyjątkowe Okazje, Promocje i Rabaty tylko teraz! https://koszulkowy.pl/1095-koszulki-i-gadzety-dla-fanow-serialu-1670 🔥",2026-01-01,2026-01-31
"Ranczo 35129 - Copy",inactive,ad,"Ranczo - Copy","Ranczo 35129 - Copy","7-day click, 1-day view or 1-day engaged view",100.22,1,80.9,100.22,-66.47878049,"Website purchases conversion value",0.80722411,80.9,0.38314176,0.44052863,9,974.9,11.13555556,10,518.8,10.022,227,,227,0.4414978,0.8697318,261,0.38398467,1.32460414,0,,5.0862769,-,-,-,https://koszulkowy.pl/35129-michalowo-co-ja-z-ta-kobieta-mam-dla-fanow-serialu-ranczo.html,"Michałowo! Co ja z tą kobietą mam - dla fanów serialu Ranczo. 🎁 Doskonały prezent dla miłośników kultowego serialu! Kup teraz 👉 https://koszulkowy.pl/35129-michalowo-co-ja-z-ta-kobieta-mam-dla-fanow-serialu-ranczo.html",2026-01-01,2026-01-31
"KUBEK Najlepszy łojciec - 14117",inactive,ad,"CKW Tata","KUBEK Najlepszy łojciec - 14117","7-day click, 1-day view or 1-day engaged view",98.89,3,482.59,32.96333333,102.38534146,"Website purchases conversion value",4.88006876,160.86333333,1.76470588,2.04081633,19,2773.68,5.20473684,9,556.98,10.98777778,147,,147,0.67272109,0.86470588,170,0.58170588,1.0268801,0,,5.97342193,Average,Average,Average,https://koszulkowy.pl/14117-najlepszy-lojciec.html,"Najlepszy łojciec na świecie - kubek dla taty 💪🤩
Idealny kubek na szczególną okazję ☕🥳

Zamów ➡ https://koszulkowy.pl/14117-najlepszy-lojciec.html 🎁",2026-01-01,2026-01-31
"CKW F0 z Bestami - 3",inactive,ad,"CKW F0 z Bestami","CKW F0 z Bestami - 3","7-day click, 1-day view or 1-day engaged view",98.6,2,216.9,49.3,-8.13682927,"Website purchases conversion value",2.19979716,108.45,1.26582278,1.47058824,18,1832.4,5.47777778,14,698.98,7.04285714,136,,136,0.725,0.87741935,158,0.62405063,2.46412976,0.00327511,0.33333333,15.37741734,-,-,-,http://koszulkowy.pl/,"🛒 Twój koszyk nadal czeka... i robi się trochę niecierpliwy 😅 Zobacz jak pakowane są Wasze zamówienia i dokończ zakupy w sklepie Koszulkowy.pl 😁🎁 Pamiętaj, wysyłamy w 24h",2026-01-01,2026-01-31
"Walentynki 19534",inactive,ad,"CKW Walentynki 2 [cel 30 min 40]","Walentynki 19534","7-day click or 1-day view",96.41,1,70.9,96.41,-66.8395122,"Website purchases conversion value",0.73540089,70.9,0.50251256,0.5952381,7,575.8,13.77285714,4,279.6,24.1025,168,,168,0.57386905,0.84422111,199,0.48447236,1.05907398,0,,5.1309207,Average,"Above average","Above average",https://koszulkowy.pl/19534-dziewczyna-strazaka.html,"Dziewczyna strażaka jest jak normalna dziewczyna, tylko fajniejsza 🚒😃 
Mamy tutaj strażaków? Twoja dziewczyna po prostu musi mieć taką koszulkę 💝
Zobacz ✅ https://koszulkowy.pl/19534-dziewczyna-strazaka.html",2026-01-01,2026-01-31
"DYNAMIC TATA MULTIFOTY",inactive,ad,"DYNAMIC TATA MULTIFOTY","DYNAMIC TATA MULTIFOTY","7-day click or 1-day view",96.31,4,622.1,24.0775,163.15121951,"Website purchases conversion value",6.45935002,155.525,2.48447205,3.36134454,27,3472.1,3.56703704,21,1378.2,4.58619048,119,,119,0.80932773,0.73913043,161,0.59819876,1.10812857,0,,6.62881134,Average,Average,Average,https://koszulkowy.pl/217-koszulki-i-bluzy-dla-taty,"Wejdź ➡ https://koszulkowy.pl/217-dla-taty",2026-01-01,2026-01-31
"Six seven 36547 – kopia",inactive,ad,"7.Viral Trends__115_ 42_PL","Six seven 36547 – kopia","7-day click, 1-day view or 1-day engaged view",95.67,1,53.99,95.67,-73.15221951,"Website purchases conversion value",0.56433574,53.99,1.44927536,1.78571429,7,425.49,13.66714286,4,346.5,23.9175,56,,56,1.70839286,0.8115942,69,1.38652174,0.56944788,0,,7.89551869,Average,Average,"Above average",https://koszulkowy.pl/36547-six-seven-67.html,"Six seven 67 - Italian Brainrot - dziecięca koszulka na prezent. Podaruj dziecku wyjątkowy styl i odrobinę włoskiego szału! 🌟 Kup teraz 👉 https://koszulkowy.pl/36547-six-seven-67.html",2026-01-01,2026-01-31
"Six seven 36547",not_delivering,ad,"17.Viral Trend__200_73_PL","Six seven 36547","7-day click, 1-day view or 1-day engaged view",91.38,2,119.58,45.69,-41.50639024,"Website purchases conversion value",1.30860144,59.79,4.34782609,5.40540541,12,1263.12,7.615,14,625.48,6.52714286,37,,37,2.46972973,0.80434783,46,1.98652174,0.32522624,0,,6.46069005,Average,"Above average",Average,https://koszulkowy.pl/36547-six-seven-67.html,"Six seven 67 - Italian Brainrot - dziecięca koszulka na prezent. Podaruj dziecku wyjątkowy styl i odrobinę włoskiego szału! 🌟 Kup teraz 👉 https://koszulkowy.pl/36547-six-seven-67.html",2026-01-01,2026-01-31
"Walentynki 27443",not_delivering,ad,"CKW Walentynki 1 [cel 30 min 40]","Walentynki 27443","7-day click or 1-day view",91.26,3,355.59,30.42,57.04704878,"Website purchases conversion value",3.8964497,118.53,1.82926829,2.14285714,22,3375.88,4.14818182,14,632.38,6.51857143,140,,140,0.65185714,0.85889571,164,0.55646341,1.68706923,0,,9.38792305,Average,Average,Average,https://koszulkowy.pl/27443-bede-cie-wkurzac.html,"Będę Cię wkurzać do końca Twoich dni 😁💞
Miłość można okazywać na różne sposoby 💝
Zobacz 👉 https://koszulkowy.pl/27443-bede-cie-wkurzac.html",2026-01-01,2026-01-31
"LINK - Karuzela Influ 2 | 26.08",inactive,ad,"F0 - Copy 14IX25 - bez kubek kochanie","LINK - Karuzela Influ 2 | 26.08","7-day click, 1-day view or 1-day engaged view",90.72,1,81.4,90.72,-56.7702439,"Website purchases conversion value",0.89726631,81.4,1.02040816,1.2195122,3,212.4,30.24,1,54.5,90.72,82,,82,1.10634146,0.84536082,98,0.92571429,1.29407104,0.0511026,0.12403101,11.9794005,Average,Average,Average,https://koszulkowy.pl/,"✅ Gwarancja wysyłki do 24h
✅ Ekspresowa obsługa klienta
✅ Opinia 4.8/5

https://koszulkowy.pl/

""Jestem bardzo zadowolona z przebiegu zamówienia, wszystko zgodnie z opisem"" Opinia klientki 💝",2026-01-01,2026-01-31
"Zajęty nauczycielka 5409 – kopia – kopia",inactive,ad,"CKW Nauczyciel","Zajęty nauczycielka 5409 – kopia – kopia","7-day click, 1-day view or 1-day engaged view",83.68,2,161.8,41.84,-16.19756098,"Website purchases conversion value",1.93355641,80.9,1.5503876,1.85185185,13,4753.9,6.43692308,22,1536.75,3.80363636,108,,108,0.77481481,0.8372093,129,0.64868217,1.46374674,0,,9.49506411,Average,"Above average","Above average",https://koszulkowy.pl/5409-przykro-mi-jestem-juz-zajety.html,"Przykro mi - jestem już zajęty przez atrakcyjną nauczycielkę 👩‍🏫💞
Nie przegap okazji!👕❗
Kup teraz ➡️  https://koszulkowy.pl/5409-przykro-mi-jestem-juz-zajety.html",2026-01-01,2026-01-31
